product_bought,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,F,HS,541948,Under 65,N,E,NA,N,Sales/Service,Low,Renter,Northeast,2,G
Y,F,HS,0,Under 55,N,J,Married,Y,Sales/Service,Low,Owner,Midwest,3,E
Y,M,Grad,556815,Under 55,Y,B,Married,N,Professional,High,Owner,South,1,J
N,M,Bach,44995,Under 35,Y,F,Married,Y,Blue Collar,Low,Renter,South,9,D
N,F,College,296981,Under 55,Y,I,Married,Y,Sales/Service,Low,Owner,Northeast,2,E
N,M,College,294300,Under 45,Y,C,Married,Y,Sales/Service,Low,Owner,Midwest,1,F
Y,F,Grad,196000,Under 65,Y,G,NA,N,Sales/Service,Low,Renter,Midwest,3,E
N,M,College,54390,Over 65,Y,J,Married,N,Retired,Low,Owner,Midwest,2,B
Y,M,HS,0,Over 65,Y,I,Married,N,Retired,Low,Owner,Midwest,7,D
Y,F,Bach,389315,Under 55,Y,C,Married,NA,Professional,Low,Owner,West,1,J
N,F,College,375297,NA,Y,C,NA,Y,Professional,Med,Owner,South,1,K
Y,M,HS,0,NA,N,G,Single,NA,Sales/Service,Low,Renter,South,9,D
Y,M,Bach,293153,Under 45,Y,C,Married,Y,Professional,Med,Owner,South,2,F
N,F,College,299401,NA,Y,E,NA,NA,Retired,Low,Owner,Midwest,4,F
Y,M,HS,112270,Under 35,Y,C,Single,Y,Professional,Low,Owner,Midwest,3,G
Y,F,Bach,0,Under 35,Y,J,Married,Y,Professional,Low,Renter,Midwest,7,E
Y,M,NA,203263,NA,N,D,NA,N,Sales/Service,Med,Owner,Northeast,1,E
N,M,HS,75510,Under 45,Y,J,Married,Y,Blue Collar,Low,Owner,Midwest,3,E
N,F,HS,147150,NA,N,F,NA,NA,Sales/Service,Low,Renter,Midwest,2,E
N,M,College,292120,Under 25,Y,I,NA,NA,Blue Collar,Low,Owner,South,4,F
N,M,Grad,390765,Over 65,Y,B,Married,N,Professional,Low,Owner,Midwest,3,E
N,M,HS,0,Under 55,N,F,Married,Y,Blue Collar,Low,Owner,South,9,D
N,M,College,164862,Under 45,Y,C,Married,Y,Sales/Service,Low,Owner,South,2,F
Y,M,College,136686,Under 35,Y,E,Single,N,Professional,Low,Owner,South,5,E
N,M,HS,211983,NA,N,G,Single,NA,Blue Collar,Low,Renter,South,9,C
N,F,Bach,0,NA,N,C,NA,NA,Sales/Service,Low,Renter,West,5,H
N,M,Less than HS,362893,Under 55,N,B,Married,Y,Sales/Service,Low,Owner,South,1,G
Y,F,HS,418636,Under 55,Y,E,Married,Y,Professional,Low,Owner,South,3,F
Y,F,Grad,263496,Over 65,Y,D,Married,N,Professional,Low,Owner,South,3,D
Y,M,HS,0,Under 25,Y,G,Single,N,Blue Collar,Low,Renter,Northeast,9,A
Y,F,College,97511,Under 65,Y,D,Married,N,Professional,Low,Owner,Midwest,6,E
N,M,Grad,582877,Over 65,N,B,NA,N,Retired,Low,NA,Northeast,3,L
Y,M,College,378993,Under 55,Y,C,Married,NA,Professional,High,Owner,West,4,G
Y,M,Grad,882464,Under 55,Y,C,Married,Y,Professional,Med,Owner,South,1,F
N,M,Bach,0,Under 65,N,A,Single,N,Professional,Low,Renter,South,2,F
N,NA,HS,62540,Under 55,N,D,NA,N,Blue Collar,Low,Owner,South,6,A
Y,M,Bach,240639,NA,N,A,Married,NA,Professional,Low,NA,Midwest,6,G
Y,M,Bach,379058,Under 55,Y,C,NA,Y,Professional,Low,Renter,South,1,G
Y,M,College,272630,Under 55,Y,C,Married,Y,Professional,Low,Owner,Midwest,1,G
Y,M,Grad,0,NA,N,G,Single,N,Professional,Low,Renter,West,3,H
N,M,HS,70860,Over 65,N,D,Married,N,Retired,Low,Owner,South,9,D
N,F,College,0,Under 45,Y,J,Married,Y,Others,Low,Owner,West,9,I
N,NA,Less than HS,80649,NA,N,F,NA,NA,Sales/Service,Med,Owner,Northeast,4,C
Y,M,College,822950,Under 25,Y,F,Married,N,Professional,High,Owner,West,2,E
Y,M,Grad,399032,Under 65,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,I
Y,M,Bach,1500000,Under 65,N,A,Single,N,Sales/Service,Low,Renter,West,2,D
Y,M,Bach,453222,Under 55,Y,C,Married,Y,Professional,High,Owner,Northeast,1,J
Y,M,Grad,1156926,Over 65,Y,B,Married,N,Professional,High,Owner,South,1,J
N,F,Less than HS,481801,Under 35,Y,B,NA,N,Professional,High,Owner,Northeast,2,I
N,F,HS,0,Over 65,Y,H,NA,NA,Professional,Low,Owner,Midwest,5,F
N,F,HS,189442,Under 45,Y,E,NA,Y,Blue Collar,Low,Owner,South,7,E
N,F,College,271246,Under 65,N,B,Married,N,Sales/Service,Low,Owner,West,4,E
N,M,College,0,Under 45,N,G,NA,Y,Blue Collar,Low,NA,West,7,E
N,M,College,46056,Under 65,N,G,Married,N,Professional,Low,Renter,South,2,D
Y,M,College,848663,Under 45,Y,C,Married,Y,Others,Low,Owner,Midwest,1,K
N,M,College,228214,Under 65,Y,B,Married,N,Sales/Service,Low,Owner,Midwest,6,E
Y,M,Less than HS,104160,Over 65,N,F,NA,Y,Retired,Low,Renter,West,8,C
Y,M,Bach,316884,Under 35,Y,C,Married,NA,Professional,High,Owner,Midwest,2,H
Y,M,Bach,425754,Under 45,Y,F,Married,Y,Professional,High,Owner,West,2,F
N,F,HS,5550,Under 25,N,G,NA,Y,Blue Collar,Low,Owner,Midwest,8,D
N,M,College,198162,Under 35,Y,C,Married,Y,Professional,Low,Owner,West,5,K
N,F,Grad,1023455,Under 55,N,B,Married,N,Sales/Service,Low,Owner,West,2,J
N,F,HS,272609,Over 65,N,D,Married,N,Retired,Low,Owner,South,7,D
Y,M,College,358392,Under 25,Y,E,NA,Y,Sales/Service,Med,Owner,South,2,G
Y,M,College,275584,Under 65,Y,B,Married,NA,Professional,Low,Owner,South,2,F
N,F,Bach,194377,NA,Y,J,Married,NA,Professional,Low,Owner,West,2,F
N,M,Less than HS,0,NA,N,G,NA,Y,Blue Collar,Low,Renter,South,4,C
N,F,College,0,Under 55,N,E,Married,Y,Professional,Low,Owner,Midwest,3,D
N,F,Less than HS,129742,Under 35,N,F,Single,NA,Professional,Low,Owner,Midwest,3,F
Y,M,Less than HS,253098,Under 35,Y,E,NA,Y,Blue Collar,Med,Owner,South,2,E
Y,NA,Bach,0,NA,N,G,Single,NA,Sales/Service,Low,Renter,South,9,B
Y,M,College,301030,Under 45,Y,C,Married,Y,Others,Low,Owner,Northeast,2,J
N,M,HS,139084,Over 65,N,F,Married,Y,Retired,Low,Owner,Midwest,7,F
N,M,Less than HS,147869,NA,N,G,NA,Y,Blue Collar,Low,Owner,South,2,C
Y,M,Bach,0,NA,Y,G,Single,Y,Sales/Service,Low,Renter,South,9,D
N,M,College,446202,Under 55,Y,B,Married,Y,Professional,Low,Renter,Midwest,2,K
N,F,Bach,298987,Under 55,Y,D,NA,N,Professional,Med,Owner,West,4,E
N,F,HS,86731,Under 45,Y,F,NA,Y,Blue Collar,Low,NA,Midwest,2,E
Y,M,Less than HS,110373,NA,Y,I,Married,NA,Blue Collar,Low,NA,South,9,A
N,F,College,299096,NA,Y,E,Married,NA,Others,Low,Owner,South,5,D
Y,M,College,115089,Under 35,Y,F,NA,Y,Professional,Low,Owner,South,1,K
N,F,College,53235,Under 35,Y,E,NA,Y,Blue Collar,Low,Owner,South,3,E
N,M,Less than HS,0,NA,N,G,Married,Y,Sales/Service,Low,Renter,Northeast,8,A
N,M,HS,0,Under 55,N,F,Single,Y,Blue Collar,Low,Renter,Midwest,9,D
Y,M,College,330280,NA,Y,B,NA,N,Professional,Low,Owner,South,2,F
N,F,Bach,409077,Under 55,Y,B,Married,Y,Professional,Low,Owner,Midwest,6,C
Y,M,Grad,924592,Over 65,N,B,Married,N,Retired,High,Owner,South,1,G
N,M,HS,0,NA,N,G,Single,NA,Sales/Service,Low,Renter,Midwest,9,C
N,M,Less than HS,412238,NA,N,F,NA,Y,Others,High,Owner,West,1,G
N,F,College,283073,NA,N,F,Single,NA,Others,Low,NA,Northeast,7,E
N,M,HS,0,Over 65,N,J,NA,N,Retired,Low,Owner,Midwest,5,A
N,M,Bach,243353,Under 45,N,E,Married,Y,Professional,Low,Owner,South,1,F
N,M,HS,0,NA,Y,I,NA,Y,Blue Collar,Low,Renter,South,7,F
Y,M,Grad,1131311,Under 35,Y,E,NA,N,Others,Low,Owner,Northeast,1,F
Y,F,College,302006,Under 55,Y,C,Married,N,Sales/Service,Low,Owner,Northeast,1,F
N,F,HS,107989,Under 45,Y,G,Married,Y,Professional,Low,Renter,South,8,A
Y,M,HS,182583,Under 55,Y,E,Married,Y,Blue Collar,Med,Owner,Midwest,2,E
Y,F,Bach,171805,Under 65,Y,E,Married,Y,Professional,Low,Owner,South,1,F
Y,F,College,504528,Under 55,Y,B,NA,N,Professional,Med,Owner,South,2,J
N,F,HS,168950,Under 55,Y,E,NA,Y,Blue Collar,Med,Owner,Midwest,3,E
N,F,Less than HS,44116,Over 65,N,G,NA,Y,Retired,Low,Renter,South,8,A
Y,M,Grad,292011,Over 65,Y,D,NA,N,Blue Collar,Low,Owner,Northeast,1,F
Y,M,Grad,488701,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,L
N,M,Less than HS,238268,Under 55,Y,F,Married,Y,Blue Collar,Low,Owner,Midwest,8,F
N,F,HS,0,Under 45,N,E,Married,NA,Sales/Service,Low,Renter,South,9,D
N,F,HS,0,Under 65,N,F,NA,NA,Retired,Low,Owner,Midwest,3,F
N,F,Bach,1255414,Under 45,Y,B,Married,NA,Professional,High,Owner,South,1,J
N,F,Bach,1342008,Under 65,Y,B,NA,NA,Sales/Service,High,Owner,West,1,K
Y,F,Bach,228082,Under 45,Y,D,NA,N,Professional,Low,Owner,Northeast,1,A
Y,M,College,0,Under 25,Y,G,NA,NA,Others,Low,Renter,South,3,D
Y,F,College,139171,Under 65,Y,F,NA,Y,Sales/Service,Low,Owner,Northeast,3,E
N,F,College,112728,Under 55,N,I,NA,N,Sales/Service,Low,Owner,South,5,E
N,F,Less than HS,97969,Under 35,N,D,Single,N,Professional,Low,Owner,West,9,C
N,F,College,0,Under 55,N,F,NA,Y,Professional,Low,Renter,Midwest,4,F
N,F,HS,120990,Under 55,Y,C,Married,Y,Sales/Service,Low,Owner,South,5,F
N,NA,HS,127680,NA,N,F,NA,Y,Sales/Service,Low,Renter,Midwest,9,E
N,NA,College,220289,Under 25,Y,J,NA,Y,Sales/Service,Low,Owner,Northeast,5,E
Y,F,HS,89380,Under 35,N,A,NA,NA,Sales/Service,Low,Owner,Northeast,1,B
N,F,College,0,NA,N,E,Single,Y,Sales/Service,Low,Renter,South,9,D
Y,M,HS,348102,Under 65,Y,E,Married,Y,Blue Collar,Med,Owner,South,3,E
N,M,College,199797,Under 65,N,F,NA,Y,Professional,Low,NA,West,9,D
Y,F,Bach,428179,Under 45,Y,A,NA,Y,Sales/Service,Low,Renter,West,3,E
N,M,Grad,272227,Under 55,Y,B,Married,Y,Sales/Service,Low,Owner,Midwest,5,G
N,M,Grad,1426810,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,L
N,F,Grad,27250,Under 25,Y,C,NA,Y,Sales/Service,Low,Owner,South,2,A
Y,M,Bach,534240,Under 65,Y,B,Single,NA,Professional,Low,Owner,West,1,I
N,F,HS,0,Over 65,N,H,NA,N,Retired,Low,Owner,South,3,G
Y,M,Bach,261709,Under 55,N,E,Married,N,Sales/Service,Low,Owner,South,7,I
N,F,NA,0,Under 65,Y,B,NA,N,Retired,Low,Owner,Northeast,2,F
Y,M,Grad,647705,Under 45,Y,B,Married,Y,Professional,High,Owner,South,1,L
N,M,Less than HS,3261410,Under 25,Y,B,Single,Y,Sales/Service,High,Owner,Midwest,1,L
Y,F,HS,0,Under 35,Y,E,Married,Y,Professional,Low,Renter,South,6,B
N,M,Grad,701088,NA,Y,B,NA,NA,Professional,Low,Owner,Northeast,1,L
Y,F,Grad,896143,Over 65,Y,B,NA,N,Retired,Low,Owner,South,1,L
Y,M,College,316132,Under 65,Y,B,NA,Y,Sales/Service,High,Owner,West,1,E
N,F,Bach,0,Under 45,N,G,Married,NA,Professional,Low,NA,Northeast,9,A
Y,M,HS,100301,Under 55,Y,E,Single,Y,Others,Low,NA,Midwest,1,E
Y,NA,NA,340480,Under 25,N,F,Single,Y,Sales/Service,Low,Renter,Northeast,2,G
N,F,College,127650,Under 25,Y,B,NA,N,Professional,Low,Owner,Midwest,3,F
N,F,HS,0,Under 65,Y,J,NA,N,Retired,Low,Renter,South,8,D
Y,M,College,705303,Under 25,Y,B,NA,N,Professional,Low,Renter,Northeast,1,D
N,F,College,0,Under 25,N,E,Single,Y,Sales/Service,Low,Renter,West,5,D
N,M,Less than HS,0,Over 65,N,D,NA,N,Retired,Low,Owner,Midwest,8,A
N,F,Less than HS,168950,Over 65,Y,F,NA,Y,Retired,Med,Owner,Northeast,4,D
Y,M,Bach,174225,Under 55,Y,J,Married,NA,Sales/Service,Low,Owner,South,3,C
Y,M,College,784135,NA,Y,B,Married,Y,Professional,Low,Owner,Midwest,1,L
Y,F,HS,600000,NA,Y,A,Single,NA,Sales/Service,Low,NA,South,7,E
N,M,Grad,0,Under 35,N,A,Single,NA,Professional,Low,NA,South,5,G
Y,M,College,0,Under 55,Y,E,Married,Y,Professional,Low,Renter,South,7,F
N,F,HS,297134,Under 55,Y,E,Married,Y,Professional,Med,Owner,Northeast,1,G
N,M,College,278154,Under 65,Y,F,Married,N,Professional,Low,Renter,West,5,E
N,F,HS,78567,NA,N,F,NA,NA,Sales/Service,Low,Owner,Midwest,3,G
Y,M,Bach,354108,NA,Y,B,NA,N,Others,Low,Owner,South,1,H
N,F,College,324122,Under 25,Y,G,Single,N,Sales/Service,Low,NA,Northeast,3,C
Y,M,Bach,383271,Under 35,Y,C,Married,Y,Blue Collar,High,Owner,Midwest,5,F
Y,M,Bach,619883,Under 45,Y,C,Married,N,Professional,Low,Owner,Midwest,1,F
Y,M,HS,209901,Under 65,Y,E,Married,N,Sales/Service,Low,Owner,Midwest,3,F
Y,M,Bach,620188,Over 65,Y,B,Married,N,Retired,Low,Owner,South,1,I
N,F,Bach,0,Under 45,N,A,Single,NA,Professional,Low,Renter,West,7,D
Y,F,Bach,441384,Under 55,Y,B,Married,Y,Professional,High,Owner,Midwest,1,J
N,M,HS,0,Under 65,N,B,Married,N,Sales/Service,Low,Owner,South,8,H
N,F,HS,0,NA,Y,I,Married,NA,Sales/Service,Low,NA,Midwest,8,B
N,F,HS,205290,Under 65,N,B,Married,N,Professional,Low,Owner,South,3,E
N,F,Grad,197617,Under 65,N,F,Married,Y,Professional,Med,Owner,Northeast,8,D
Y,M,Less than HS,356996,Under 55,Y,B,Married,Y,Sales/Service,Med,Owner,Midwest,2,G
Y,M,Bach,480722,Over 65,Y,C,Married,N,Retired,Low,Owner,Midwest,2,I
N,M,Bach,0,Under 55,Y,I,Married,N,Professional,Low,Owner,West,1,A
Y,M,Bach,344113,Under 45,Y,E,Married,Y,Sales/Service,High,Owner,South,2,E
N,F,HS,0,NA,N,A,Single,NA,Professional,Low,Owner,Midwest,3,A
N,F,HS,0,Under 35,N,J,NA,Y,Blue Collar,Low,Owner,South,2,B
N,F,College,164846,Under 45,Y,C,Married,Y,Professional,Low,Owner,South,1,F
N,F,Bach,0,Under 35,N,E,NA,NA,Sales/Service,Low,NA,Midwest,9,D
N,M,Bach,410548,Under 65,Y,F,Married,N,Professional,Low,Owner,South,2,I
N,F,Bach,182749,Under 45,N,D,Married,N,Professional,Med,Owner,South,3,E
Y,F,Bach,2218695,Under 65,Y,B,NA,NA,Professional,High,Owner,West,1,L
Y,F,College,484265,NA,Y,E,NA,NA,Sales/Service,Low,Owner,Northeast,2,I
Y,F,HS,152477,Under 35,N,F,Married,NA,Blue Collar,Med,Owner,Midwest,5,D
N,F,Bach,186193,Under 45,Y,E,NA,Y,Professional,Low,Owner,South,1,H
N,F,HS,79918,Under 35,Y,F,NA,N,Blue Collar,Low,Owner,South,7,D
N,F,Bach,576566,Over 65,Y,B,Married,N,Retired,High,Owner,South,1,J
N,M,Bach,56898,Under 55,Y,E,Married,NA,Sales/Service,Low,Owner,South,1,F
N,M,HS,180918,Under 65,N,F,Married,NA,Blue Collar,Low,Owner,South,7,D
N,M,HS,193420,Under 55,Y,B,NA,Y,Professional,Low,Owner,Northeast,2,F
N,M,College,190641,Over 65,N,J,Married,N,Retired,Low,Owner,West,7,F
N,F,College,140283,Under 45,N,F,NA,NA,Sales/Service,Low,NA,South,3,G
Y,M,College,311910,Under 55,Y,C,Married,Y,Professional,Low,Owner,Midwest,1,J
N,M,College,34880,Under 45,N,I,Married,Y,Blue Collar,Low,Owner,South,8,D
Y,M,College,457800,Under 55,N,B,Married,NA,Sales/Service,High,Owner,South,2,L
Y,M,College,709110,Under 45,Y,E,Married,Y,Sales/Service,High,Owner,West,1,F
N,F,Grad,485322,NA,N,A,Married,N,Professional,Low,NA,West,1,E
N,M,College,439855,NA,Y,A,NA,NA,Sales/Service,Low,Renter,South,6,H
N,M,Less than HS,222360,Over 65,N,H,Married,N,Retired,Med,Owner,Northeast,1,D
Y,F,Grad,891129,Under 65,Y,C,NA,Y,Professional,Med,Owner,West,2,F
Y,M,Bach,285627,Under 35,N,G,NA,NA,Professional,Low,Renter,Northeast,2,E
N,NA,College,0,Under 45,N,G,NA,Y,Sales/Service,Low,Renter,South,9,E
N,M,Grad,0,NA,Y,B,Married,NA,Sales/Service,Low,Renter,South,2,L
N,F,Bach,532650,Under 65,Y,B,Married,N,Professional,Med,Owner,South,2,G
Y,NA,Bach,755097,NA,N,E,NA,N,Sales/Service,Low,Owner,Northeast,3,I
Y,F,HS,160230,Under 55,Y,I,Married,Y,Professional,Low,Owner,South,1,E
Y,M,HS,447826,Under 45,Y,B,Married,Y,Sales/Service,High,Owner,South,1,E
Y,F,College,444107,Under 45,Y,C,Married,Y,Sales/Service,High,Owner,West,2,K
Y,F,College,255858,Under 25,N,E,NA,Y,Sales/Service,Low,Owner,South,2,E
N,F,Less than HS,125440,Under 55,N,J,NA,Y,Others,Low,Owner,Midwest,2,C
Y,M,College,0,Under 55,N,H,Single,N,Others,Low,Renter,Midwest,3,B
Y,M,Bach,512670,Over 65,Y,B,Married,N,Professional,Low,Owner,South,1,J
N,M,HS,19678,Under 35,Y,F,Married,Y,Blue Collar,Low,Owner,Midwest,3,E
Y,M,College,316100,Under 65,N,E,Married,NA,Retired,Med,Owner,South,1,F
Y,M,Bach,0,Under 65,Y,H,NA,N,Sales/Service,Low,Renter,West,9,A
Y,F,Less than HS,223778,Under 25,Y,E,Single,Y,Sales/Service,Low,Renter,South,1,B
N,M,Less than HS,194848,Under 55,N,C,Married,N,Sales/Service,Low,Owner,South,4,F
Y,M,Grad,87592,NA,N,G,Single,N,Professional,Low,Owner,Northeast,5,D
Y,F,College,447663,Under 25,Y,B,NA,NA,Sales/Service,Low,Owner,Midwest,3,A
Y,M,College,235572,Over 65,Y,B,Married,Y,Retired,Med,Owner,South,2,G
N,M,NA,0,Under 45,N,F,NA,Y,Sales/Service,Low,NA,Northeast,2,E
Y,M,Grad,223014,Under 55,Y,C,Married,NA,Others,Med,Owner,Northeast,1,K
N,M,Grad,0,Over 65,N,H,NA,N,Retired,Low,Renter,Northeast,4,G
Y,M,Less than HS,355732,Under 65,Y,E,NA,N,Professional,Low,Owner,South,1,F
N,M,Grad,307380,Under 55,Y,E,Married,NA,Sales/Service,Low,Owner,Northeast,3,C
N,NA,HS,0,NA,N,E,Single,NA,Sales/Service,Low,Renter,West,6,D
N,NA,Grad,911676,NA,N,A,Single,N,Sales/Service,Low,Owner,Northeast,4,D
Y,M,College,250351,Under 35,Y,C,Married,Y,Blue Collar,Med,Owner,South,3,F
N,F,HS,106775,Over 65,N,F,NA,N,Retired,Low,Owner,South,2,A
Y,F,College,215040,NA,N,F,NA,N,Sales/Service,Low,Owner,Midwest,8,E
Y,M,College,0,Under 55,Y,E,Single,N,Professional,Low,Renter,Northeast,1,D
N,M,College,0,Under 65,N,H,Married,N,Blue Collar,Low,Owner,West,9,D
N,F,Grad,820116,Under 55,Y,B,Married,Y,Professional,Med,Owner,West,1,L
N,M,Less than HS,0,NA,N,G,Single,Y,Sales/Service,Low,Renter,West,3,G
N,F,Bach,352222,Under 65,Y,B,NA,N,Sales/Service,Low,Owner,South,1,K
Y,M,Less than HS,0,Under 45,N,G,Single,Y,Sales/Service,Low,Renter,South,1,L
N,M,College,0,Under 45,N,F,Married,NA,Professional,Low,Owner,Northeast,2,F
Y,F,College,0,Under 65,Y,B,NA,N,Professional,Low,Renter,Northeast,5,L
N,M,Grad,490500,Under 65,Y,B,NA,Y,Professional,High,Owner,South,1,G
Y,F,Grad,340843,Under 35,Y,C,Married,Y,Professional,Low,Owner,South,1,E
N,M,Bach,472711,Under 45,Y,B,NA,N,Professional,Med,Owner,Midwest,1,J
Y,F,HS,233968,Under 45,N,E,Married,Y,Sales/Service,Low,Renter,West,7,C
Y,M,Less than HS,109889,Under 35,N,J,NA,Y,Blue Collar,Low,Owner,South,6,E
Y,F,College,368311,NA,Y,B,Single,NA,Professional,High,Owner,South,5,J
N,M,Grad,1007160,NA,Y,B,Married,NA,Professional,High,Owner,West,1,F
Y,M,Grad,0,Under 45,N,B,Married,Y,Professional,Low,NA,Northeast,3,H
Y,M,Grad,390383,Under 55,Y,B,Married,NA,Sales/Service,Low,Owner,Midwest,4,J
Y,M,Grad,882180,Under 45,Y,C,NA,Y,Professional,High,Owner,West,2,I
N,M,HS,119900,Under 35,Y,J,Married,Y,Blue Collar,Low,Owner,Midwest,4,E
N,M,College,125132,NA,Y,J,NA,NA,Professional,Low,Owner,Northeast,4,E
Y,M,Grad,9803,Under 35,Y,J,Married,NA,Professional,Low,Owner,South,8,D
Y,M,Grad,373466,Under 55,Y,B,Married,Y,Professional,Low,Owner,West,1,H
Y,M,Less than HS,817609,Under 65,N,B,Single,N,Professional,Med,Owner,South,1,E
N,F,Bach,35719,Over 65,Y,D,NA,N,Retired,Low,Owner,South,5,A
N,M,HS,73760,Under 55,Y,J,Married,NA,Professional,Low,Renter,South,4,A
N,F,College,0,NA,Y,J,NA,Y,Blue Collar,Low,Owner,South,2,E
N,M,HS,112226,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,Midwest,1,F
Y,M,College,169113,Under 35,N,F,Single,NA,Sales/Service,Low,NA,Northeast,1,A
N,F,College,0,Under 45,Y,E,Single,Y,Sales/Service,Low,NA,West,9,C
Y,M,HS,185409,Under 45,Y,E,Married,NA,Blue Collar,Low,Owner,South,3,E
Y,F,Grad,547921,Under 55,N,B,NA,N,Professional,Med,Owner,South,1,G
N,M,HS,150768,Under 45,Y,C,Married,Y,Blue Collar,Low,Owner,Rest,6,E
N,M,College,0,Under 55,Y,E,Married,NA,Sales/Service,Low,NA,Northeast,2,F
N,M,College,163565,NA,Y,E,Married,Y,Sales/Service,Low,Renter,South,9,D
Y,F,College,390146,Over 65,Y,H,NA,N,Retired,Low,Owner,West,1,E
Y,F,College,260226,Under 25,Y,E,NA,N,Professional,Low,Owner,Northeast,3,E
Y,M,Bach,633072,Under 55,Y,C,NA,Y,Professional,Med,Owner,South,1,J
Y,M,Less than HS,534100,Under 55,N,B,Married,Y,Professional,High,Owner,South,4,L
N,M,Less than HS,111016,Under 45,Y,I,Married,Y,Blue Collar,Low,Owner,South,7,E
N,M,College,253861,NA,Y,B,Married,NA,Sales/Service,Low,Owner,South,1,G
Y,M,HS,290207,Under 35,Y,I,Single,Y,Blue Collar,Low,Renter,Midwest,1,F
N,M,Less than HS,81750,Under 25,N,J,Married,Y,Blue Collar,Low,Owner,South,4,C
N,F,Bach,359634,Over 65,Y,B,Married,N,Retired,Low,Owner,Northeast,1,L
N,F,HS,165438,NA,Y,F,Single,Y,Sales/Service,Low,Renter,Midwest,3,E
Y,M,Grad,1613745,Under 65,Y,B,Married,N,Professional,Low,Owner,West,1,K
N,F,Grad,2417184,Under 55,Y,B,NA,NA,Professional,Low,Owner,West,1,J
N,NA,College,0,Under 25,N,G,Single,NA,Professional,Low,Renter,Northeast,6,C
N,M,Bach,2061190,Under 45,Y,B,Married,Y,Professional,High,Owner,West,1,L
Y,M,Bach,567846,Under 45,Y,B,Married,NA,Sales/Service,High,Owner,South,2,G
Y,F,Bach,185409,Under 45,Y,D,Married,N,Blue Collar,Low,Owner,Midwest,1,I
N,M,Less than HS,91781,Under 65,N,D,Married,N,Sales/Service,Low,Owner,South,2,G
Y,F,College,549360,Under 55,Y,B,NA,N,Sales/Service,Low,Owner,South,1,E
N,M,Grad,500571,Over 65,Y,B,Married,N,Retired,Low,Owner,South,1,I
Y,F,HS,386514,Under 55,N,E,NA,Y,Sales/Service,Low,Renter,Northeast,1,F
Y,F,Less than HS,379974,Over 65,Y,E,NA,N,Retired,Low,Renter,West,3,B
Y,M,Bach,724370,Under 55,Y,B,Married,Y,Blue Collar,Low,NA,West,4,G
Y,M,Bach,533478,Under 55,Y,B,Married,Y,Professional,High,Owner,South,2,J
N,M,College,266943,Under 35,Y,E,NA,N,Others,Med,Owner,West,2,F
Y,F,HS,238579,Under 45,Y,J,Married,Y,Sales/Service,Low,Owner,South,1,A
N,F,Bach,1000000,Under 45,N,G,Married,NA,Blue Collar,Low,Renter,West,7,C
N,M,Less than HS,178414,Over 65,Y,G,Single,Y,Retired,Low,Owner,West,6,D
N,NA,HS,0,NA,N,G,Single,Y,Sales/Service,Low,Renter,Midwest,9,E
Y,F,College,79722,Under 65,N,J,Single,N,Professional,Low,Owner,West,3,D
Y,M,NA,151417,NA,Y,B,NA,N,Others,Low,Owner,Midwest,4,F
N,M,Bach,0,NA,Y,B,NA,Y,Professional,Low,Renter,Midwest,1,J
Y,M,Grad,1017111,Under 45,Y,A,Married,NA,Sales/Service,Low,Owner,South,1,A
N,F,Bach,126113,Over 65,Y,D,Married,N,Retired,Low,Owner,West,3,D
Y,M,College,250950,Under 45,Y,F,NA,N,Sales/Service,Low,Owner,South,2,F
Y,M,Bach,250155,Under 35,Y,E,Married,NA,Professional,Med,Owner,South,3,E
N,NA,Less than HS,57120,NA,N,J,Married,Y,Blue Collar,Low,Owner,South,3,A
Y,F,College,0,Under 45,Y,F,NA,Y,Sales/Service,Low,Owner,South,1,B
Y,M,Grad,178542,Over 65,Y,D,Married,N,Retired,Low,Owner,Midwest,3,E
N,F,HS,1094142,Over 65,Y,B,NA,N,Retired,High,Owner,Midwest,1,L
N,F,Bach,268630,NA,Y,B,NA,N,Others,Low,Owner,Northeast,3,D
N,M,HS,0,Under 55,Y,F,Married,Y,Blue Collar,Low,Owner,South,4,E
N,M,College,151074,Under 45,Y,C,Married,Y,Professional,Low,Owner,South,1,G
N,F,Bach,41381,Under 45,Y,J,NA,N,Sales/Service,Low,Owner,South,2,D
N,F,College,566527,Under 25,Y,E,NA,NA,Others,Low,Owner,South,2,F
N,M,Grad,676236,Under 55,Y,E,Married,N,Professional,Low,Owner,Midwest,1,I
Y,F,Grad,1492864,Over 65,Y,B,Married,NA,Professional,Med,Owner,West,1,L
Y,M,Grad,433836,Under 45,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,L
N,F,HS,253942,Under 45,N,E,NA,Y,Blue Collar,Low,NA,South,7,E
N,M,HS,0,Over 65,N,J,Married,N,Retired,Low,Owner,South,4,A
N,M,Bach,0,Over 65,Y,D,NA,N,Retired,Low,Owner,South,2,F
Y,F,College,104291,Under 65,Y,B,NA,NA,Professional,Low,Owner,South,1,C
Y,M,Bach,233914,Under 45,Y,C,Married,Y,Professional,Med,Owner,South,3,G
